"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"S1PR4.2",4.42260992401025e-20,-0.194551976569657,0.1,0.239,1.49015418779601e-15,"9","S1PR4"
"ZBTB8OS.5",4.5422186819109e-20,-0.238810599223976,0.287,0.463,1.53045516268306e-15,"9","ZBTB8OS"
"ATP10A.5",4.80842318892246e-20,-0.182242287476353,0.028,0.137,1.62015010927553e-15,"9","ATP10A"
"HLA-E.5",5.58298220177472e-20,0.240351531277068,0.846,0.813,1.88113002306598e-15,"9","HLA-E"
"NOP10.4",6.48894535424993e-20,-0.225309967450905,0.74,0.794,2.18638524766097e-15,"9","NOP10"
"ITGB8.5",7.08386116739531e-20,-0.196856271594888,0.023,0.126,2.38683618174217e-15,"9","ITGB8"
"EMP1.8",1.62901607807164e-19,0.266496861303653,0.356,0.227,5.4888067734546e-15,"9","EMP1"
"PSME2.1",1.70385196497763e-19,-0.20761586361372,0.351,0.529,5.74095881079563e-15,"9","PSME2"
"PLAU.4",1.86589244076935e-19,0.295804794284964,0.202,0.113,6.28693798992824e-15,"9","PLAU"
"MYO6.4",2.4209944144265e-19,-0.163361473605615,0.042,0.156,8.15729857996867e-15,"9","MYO6"
"IFI6.6",3.07184325986263e-19,-0.303636999336553,0.482,0.645,1.03502686797812e-14,"9","IFI6"
"LIPA.8",4.18267885685819e-19,0.410487529374616,0.599,0.524,1.4093118140298e-14,"9","LIPA"
"CLEC7A.5",4.54458065004377e-19,0.28818511330621,0.578,0.483,1.53125100422575e-14,"9","CLEC7A"
"RPS20.4",4.89439660363513e-19,-0.148237022310924,0.973,0.98,1.64911799162882e-14,"9","RPS20"
"CLTC.4",6.05762058552834e-19,0.304157623757481,0.474,0.38,2.04105468008792e-14,"9","CLTC"
"ABCG1.6",6.11935530523794e-19,-0.255638959565188,0.232,0.384,2.06185557654687e-14,"9","ABCG1"
"RASSF2.3",6.2477815395642e-19,0.154012385915659,0.152,0.072,2.10512751194076e-14,"9","RASSF2"
"ADAM9.4",7.57500395820902e-19,0.273667247086656,0.27,0.169,2.55232183367895e-14,"9","ADAM9"
"USP30-AS1.3",8.32928677446493e-19,-0.140170911922184,0.035,0.142,2.80646988578821e-14,"9","USP30-AS1"
"STX11",9.38805718427378e-19,-0.211430921958864,0.158,0.305,3.16321198766921e-14,"9","STX11"
"SLC1A3.5",1.05565203487109e-18,0.28899372079664,0.338,0.229,3.55691396629465e-14,"9","SLC1A3"
"FDX1.5",1.1541057584901e-18,-0.272389495212112,0.226,0.376,3.88864394265654e-14,"9","FDX1"
"HCAR2.5",1.24336406078376e-18,-0.174160867398779,0.036,0.143,4.1893908664048e-14,"9","HCAR2"
"GNB4.5",1.34153793660207e-18,0.339854953132152,0.324,0.222,4.52017792358701e-14,"9","GNB4"
"CD99.4",1.36789929902314e-18,0.279997563532926,0.626,0.545,4.60899989812855e-14,"9","CD99"
"SATB1.1",2.14057340801943e-18,0.169957730215071,0.129,0.058,7.21244804098068e-14,"9","SATB1"
"SRGN.8",2.16400339007885e-18,0.225200714535767,0.901,0.864,7.29139302253166e-14,"9","SRGN"
"EPS8",2.33861411678713e-18,0.164934386445627,0.115,0.049,7.87972640510257e-14,"9","EPS8"
"OSCAR.4",2.44259285143902e-18,-0.16780466590039,0.192,0.346,8.23007235363865e-14,"9","OSCAR"
"AHNAK.5",2.57472752489259e-18,0.258965570997233,0.664,0.589,8.67528692237309e-14,"9","AHNAK"
"PDCL.5",3.22893522139351e-18,-0.182118976090239,0.115,0.251,1.08795743349633e-13,"9","PDCL"
"SRGAP1.1",3.72034452452612e-18,0.156656465392103,0.12,0.053,1.25353288409383e-13,"9","SRGAP1"
"PLIN2.7",4.70216929524418e-18,-0.279213483875851,0.612,0.711,1.58434892233957e-13,"9","PLIN2"
"LILRB4.6",4.81733540168589e-18,0.305631633121907,0.346,0.234,1.62315299024404e-13,"9","LILRB4"
"LSAMP.5",5.00027657022111e-18,-0.137765901252815,0.05,0.161,1.6847931875703e-13,"9","LSAMP"
"DOCK4.2",6.26312405795002e-18,0.183199677862818,0.149,0.073,2.11029702008568e-13,"9","DOCK4"
"SLC37A2.1",7.60427272585978e-18,0.15504187098348,0.119,0.053,2.56218365225119e-13,"9","SLC37A2"
"CDK6.1",7.87141202032375e-18,0.179839482177231,0.104,0.043,2.65219356612789e-13,"9","CDK6"
"OLR1.6",8.38560095016629e-18,-0.268057992827272,0.553,0.689,2.82544438414903e-13,"9","OLR1"
"NUPR1.7",9.6368612904859e-18,-0.358152118437734,0.51,0.615,3.24704404321632e-13,"9","NUPR1"
"IER5L",9.89936197050856e-18,0.137302462366829,0.112,0.049,3.33549102234315e-13,"9","IER5L"
"C20orf27.5",1.19480280872196e-17,-0.210266390218344,0.19,0.333,4.02576858370778e-13,"9","C20orf27"
"PFKFB3.1",1.19979889085133e-17,0.191899261507891,0.152,0.075,4.04260238283449e-13,"9","PFKFB3"
"OTOA.8",1.35517239672943e-17,0.434885075994988,0.302,0.206,4.56611787354013e-13,"9","OTOA"
"MT2A.5",1.38214123226407e-17,-0.579475762020778,0.531,0.675,4.65698666799054e-13,"9","MT2A"
"CNIH4.2",1.55378871659111e-17,-0.211961022505235,0.27,0.436,5.23533570168209e-13,"9","CNIH4"
"ALAS1.5",1.78939225247345e-17,-0.181138674668364,0.091,0.214,6.02917825548405e-13,"9","ALAS1"
"RAB11FIP1.6",1.90386628828636e-17,-0.193023210525377,0.35,0.516,6.41488707175208e-13,"9","RAB11FIP1"
"GSTO1.7",2.35663068284217e-17,-0.23552805073565,0.67,0.751,7.94043142276842e-13,"9","GSTO1"
"CORO2A.3",2.42864820229045e-17,-0.158314934043789,0.049,0.155,8.18308725279743e-13,"9","CORO2A"
"NDUFS5.4",3.06060100471605e-17,-0.1836349725239,0.689,0.76,1.03123890252903e-12,"9","NDUFS5"
"RASSF4.3",3.10332732456364e-17,0.264268363301147,0.246,0.155,1.04563510873847e-12,"9","RASSF4"
"SNX29",4.56996243052867e-17,0.184910724714914,0.169,0.089,1.53980314134233e-12,"9","SNX29"
"FAM26F.8",4.69487783942129e-17,0.217477642475561,0.259,0.158,1.58189213921461e-12,"9","FAM26F"
"PLAC8.6",4.74487162766425e-17,-0.307051432069164,0.065,0.173,1.59873704622519e-12,"9","PLAC8"
"PLBD1.6",5.0714854098222e-17,-0.219491693350526,0.295,0.45,1.70878629398549e-12,"9","PLBD1"
"SMCO4.3",5.27472237983476e-17,-0.216603897874844,0.329,0.482,1.77726495866152e-12,"9","SMCO4"
"SERPINF1.4",6.71248892272321e-17,0.25421079728545,0.195,0.111,2.26170601762236e-12,"9","SERPINF1"
"HMGN2.2",6.7191073666103e-17,-0.164442596251327,0.659,0.775,2.26393603610568e-12,"9","HMGN2"
"LSM6.4",7.45016210132932e-17,-0.21816715165848,0.311,0.464,2.5102576184219e-12,"9","LSM6"
"FGR.3",9.57472795720862e-17,-0.168802700563288,0.396,0.573,3.22610883790187e-12,"9","FGR"
"TLR5",1.00825757527779e-16,0.219319331970347,0.158,0.083,3.39722307414099e-12,"9","TLR5"
"TPP1.5",1.04950728183567e-16,0.303921221447678,0.651,0.592,3.53620983541711e-12,"9","TPP1"
"AHR.2",1.06457021713178e-16,0.29456860877157,0.4,0.299,3.5869628896038e-12,"9","AHR"
"CYCS.5",1.08690938475026e-16,-0.207614404487791,0.467,0.616,3.66223248097753e-12,"9","CYCS"
"PRDM1.2",1.2120542547014e-16,0.215979017811839,0.134,0.064,4.08389560579091e-12,"9","PRDM1"
"CIB1.2",1.28688417759661e-16,-0.229434226785115,0.463,0.612,4.33602754799401e-12,"9","CIB1"
"OPTN.2",1.3629196811217e-16,-0.184150388654168,0.082,0.197,4.59222157357146e-12,"9","OPTN"
"CYBB.6",1.52810819566604e-16,0.221437150284756,0.626,0.525,5.14880775447715e-12,"9","CYBB"
"CDC42EP3.3",1.56833293754055e-16,-0.190451163929294,0.126,0.256,5.28434099974913e-12,"9","CDC42EP3"
"RAB32.5",1.68401110639332e-16,0.252881681424455,0.339,0.239,5.67410702188164e-12,"9","RAB32"
"STOM.8",1.91697236487897e-16,-0.23933949363234,0.341,0.5,6.45904668622319e-12,"9","STOM"
"TGFBR1.1",2.06454476425128e-16,0.247784343570256,0.19,0.109,6.95627712866827e-12,"9","TGFBR1"
"PPT1.4",2.37832007308208e-16,0.294205342029585,0.627,0.56,8.01351165424275e-12,"9","PPT1"
"CALM3.6",3.38600425100034e-16,0.307397835073152,0.527,0.449,1.14088027233205e-11,"9","CALM3"
"HMOX1.5",3.54455908822764e-16,0.627277786701278,0.473,0.381,1.19430373918742e-11,"9","HMOX1"
"PLEKHO1.8",4.11291162115286e-16,0.207290821845522,0.209,0.122,1.38580444163124e-11,"9","PLEKHO1"
"IL13RA1.3",4.69041847975653e-16,0.303811523529596,0.387,0.296,1.58038960256917e-11,"9","IL13RA1"
"RB1.2",5.12423118810023e-16,0.293871824402037,0.269,0.178,1.72655845651849e-11,"9","RB1"
"GLMP.4",5.26065349740189e-16,0.286790955758549,0.261,0.174,1.77252458941459e-11,"9","GLMP"
"MTMR11.1",5.54894979080283e-16,-0.138221130757034,0.049,0.15,1.86966314251311e-11,"9","MTMR11"
"CMTM3.5",6.69949960872175e-16,0.250686055430947,0.247,0.155,2.25732939816270e-11,"9","CMTM3"
"S100A4.6",6.74558015011045e-16,-0.184884409192477,0.893,0.917,2.27285577577821e-11,"9","S100A4"
"SLC44A2.2",8.29111555288628e-16,-0.145275818052319,0.043,0.139,2.7936084743895e-11,"9","SLC44A2"
"AP2S1.4",8.68558756083736e-16,0.234909367808317,0.776,0.72,2.92652187274854e-11,"9","AP2S1"
"JAML.5",9.76495013059681e-16,-0.204365989415146,0.254,0.4,3.29020229700329e-11,"9","JAML"
"PYURF.2",9.81888673237303e-16,-0.180348098880157,0.348,0.5,3.30837569560577e-11,"9","PYURF"
"GS1-600G8.5.6",1.11735213792595e-15,-0.276847715799922,0.023,0.106,3.7648062935277e-11,"9","GS1-600G8.5"
"DNASE2B.5",1.12986979007394e-15,-0.168269013058914,0.048,0.144,3.80698327067514e-11,"9","DNASE2B"
"CD4.2",1.95962972684018e-15,0.333403264469768,0.346,0.263,6.6027764016153e-11,"9","CD4"
"ISG15.4",2.74515229839128e-15,-0.224534213142773,0.288,0.441,9.24951615419958e-11,"9","ISG15"
"LINC01272.7",2.93521664519276e-15,-0.229337817051674,0.494,0.623,9.8899189643125e-11,"9","LINC01272"
"VEGFA.1",2.94033049717775e-15,0.200967398711442,0.128,0.063,9.9071495771907e-11,"9","VEGFA"
"MTPN.5",3.06057788532132e-15,-0.192599603642554,0.531,0.67,1.03123111268016e-10,"9","MTPN"
"IL2RG.3",3.06588118101434e-15,-0.206251731181543,0.095,0.209,1.03301800513097e-10,"9","IL2RG"
"FNIP2.6",4.51391445418059e-15,0.29831302425403,0.353,0.257,1.52091833619161e-10,"9","FNIP2"
"TMEM261.4",5.08837950425107e-15,-0.14466202319549,0.251,0.399,1.71447859016236e-10,"9","TMEM261"
"RPS19.5",5.37394849432042e-15,-0.135509871638765,0.986,0.988,1.81069820567632e-10,"9","RPS19"
"AOAH.2",6.0186505157658e-15,0.123741994209009,0.127,0.062,2.02792410478213e-10,"9","AOAH"
"CXCL5.6",7.16503106111108e-15,-0.261558842577664,0.062,0.162,2.41418556573077e-10,"9","CXCL5"
"IQGAP1.3",7.37274333304722e-15,0.226349279331384,0.701,0.652,2.48417213863693e-10,"9","IQGAP1"
"SAT1.3",7.55520046275362e-15,0.173184583655795,0.971,0.947,2.54564924392021e-10,"9","SAT1"
"SPRY1.5",7.97319964583601e-15,-0.211632577352748,0.096,0.206,2.68648988866799e-10,"9","SPRY1"
"S100A10.5",8.13753962320657e-15,-0.13557783075777,0.913,0.946,2.74186260064322e-10,"9","S100A10"
"CLEC11A.1",8.80054060471807e-15,0.1433498970584,0.104,0.048,2.96525415135371e-10,"9","CLEC11A"
"SIGLEC1.3",9.78067497606001e-15,0.226967303501428,0.203,0.123,3.29550062643366e-10,"9","SIGLEC1"
"CLDN7.3",1.39070390830386e-14,-0.126656764350353,0.098,0.211,4.68583774863901e-10,"9","CLDN7"
"MYL12B.2",1.59825271030048e-14,-0.176207239656244,0.717,0.795,5.38515268208643e-10,"9","MYL12B"
"ZFP36.6",1.63088911069319e-14,0.339536901938369,0.602,0.529,5.49511776956962e-10,"9","ZFP36"
"GAPLINC.6",1.68009758910192e-14,-0.119275675442779,0.08,0.187,5.66092081672002e-10,"9","GAPLINC"
"CPVL.6",2.92873666760235e-14,0.315422703796608,0.443,0.363,9.86808532781937e-10,"9","CPVL"
"GPATCH11.3",3.72473355904011e-14,-0.174355679866038,0.147,0.271,1.25501172538297e-09,"9","GPATCH11"
"PREX1.4",3.80645357912004e-14,0.211629781193197,0.234,0.149,1.28254646894871e-09,"9","PREX1"
"FOS.4",4.19646846802227e-14,0.37481529174789,0.794,0.768,1.41395808561542e-09,"9","FOS"
"LILRB2.6",5.00404282673855e-14,0.168169847758912,0.252,0.159,1.68606219004129e-09,"9","LILRB2"
"MT-ATP6.2",5.16379920144744e-14,0.151764749764928,0.994,0.997,1.7398905029357e-09,"9","MT-ATP6"
"ATP1B1.8",5.67981140230253e-14,-0.214252926579018,0.308,0.447,1.91375565389181e-09,"9","ATP1B1"
"CCR1.7",6.38031331169056e-14,0.328941091697478,0.359,0.269,2.14978276724102e-09,"9","CCR1"
"PFDN2.3",6.68809947145045e-14,-0.145748518831853,0.31,0.464,2.25348823591051e-09,"9","PFDN2"
"CTSC.7",7.10902429841613e-14,0.229292129255805,0.868,0.766,2.39531464710833e-09,"9","CTSC"
"RBPJ.2",7.97685933627226e-14,0.330764758850162,0.63,0.584,2.68772298476357e-09,"9","RBPJ"
"KAT8.4",9.27191987941355e-14,-0.131332051220718,0.118,0.233,3.1240806841696e-09,"9","KAT8"
"UCP2.6",1.00115010585597e-13,0.26281458142824,0.495,0.418,3.3732751666711e-09,"9","UCP2"
"HLA-DPB1.6",1.2410408000411e-13,0.180702981781635,0.946,0.909,4.18156287165847e-09,"9","HLA-DPB1"
"ADAM17.5",1.24111331549123e-13,-0.177159738455422,0.363,0.517,4.18180720521617e-09,"9","ADAM17"
"ADAM8.2",1.43101195761812e-13,0.157066690389715,0.105,0.05,4.82165168999849e-09,"9","ADAM8"
"ARHGAP18.6",1.70774769567899e-13,0.264646175544829,0.568,0.507,5.75408508582078e-09,"9","ARHGAP18"
"TLCD2.3",1.76867970678479e-13,-0.14468116900782,0.039,0.122,5.95938940404066e-09,"9","TLCD2"
"CD9.7",1.8402507053036e-13,-0.287442299384507,0.664,0.735,6.20054072644994e-09,"9","CD9"
"TSPAN4.6",1.85400239554385e-13,0.277134499080233,0.319,0.238,6.24687567154546e-09,"9","TSPAN4"
"NDUFB3",1.87612513623172e-13,-0.168718426999882,0.296,0.443,6.32141603401916e-09,"9","NDUFB3"
"CLIC2.1",1.92501832441127e-13,0.145514931648214,0.166,0.095,6.48615674227134e-09,"9","CLIC2"
"LIMA1.2",2.23915969778957e-13,-0.102325142866061,0.094,0.2,7.54462468573217e-09,"9","LIMA1"
"TRPS1.1",2.26283107710632e-13,0.166049875401883,0.167,0.095,7.62438303120203e-09,"9","TRPS1"
"CAPZB.6",2.27982376452611e-13,0.256763911020847,0.632,0.581,7.68163819219428e-09,"9","CAPZB"
"ATP5L.1",2.33297871834523e-13,-0.149040904609339,0.861,0.885,7.86073849359243e-09,"9","ATP5L"
"CITED2.8",2.47937074375968e-13,-0.1985207409654,0.337,0.48,8.35399178402386e-09,"9","CITED2"
"EGR2.5",2.88738751922645e-13,-0.128094321264291,0.108,0.216,9.7287635072816e-09,"9","EGR2"
"CCND3.2",3.16832628951227e-13,-0.188226567267637,0.186,0.31,1.06753585998827e-08,"9","CCND3"
"PRDX6.5",3.53373043764318e-13,-0.187628986507316,0.495,0.616,1.19065513365949e-08,"9","PRDX6"
"MARCH1.4",3.7316323253115e-13,0.25424318769107,0.463,0.38,1.25733619569046e-08,"9","MARCH1"
"CD55.3",4.53882475775461e-13,-0.16401981827833,0.302,0.451,1.52931161387784e-08,"9","CD55"
"TCN2.4",4.67412514771824e-13,0.264351497499786,0.29,0.212,1.57489972727218e-08,"9","TCN2"
"ITGB2.7",4.83518662346107e-13,0.248400063890925,0.659,0.597,1.62916778090897e-08,"9","ITGB2"
"EPB41L2.2",4.91678941098915e-13,0.199994342155587,0.149,0.083,1.65666302413868e-08,"9","EPB41L2"
"SORL1.3",5.31851165405727e-13,0.174784492413547,0.176,0.104,1.79201931671806e-08,"9","SORL1"
"DAZAP2.5",5.5034845837956e-13,0.184583583593745,0.639,0.578,1.85434409566409e-08,"9","DAZAP2"
"PIGP.2",5.84319993728381e-13,-0.145220104724284,0.186,0.311,1.96880778686841e-08,"9","PIGP"
"HMOX2.3",6.01459529371796e-13,-0.136322271668586,0.137,0.252,2.02655773826533e-08,"9","HMOX2"
"UQCRH.1",6.11725898116682e-13,-0.164175674210409,0.753,0.825,2.06114924111435e-08,"9","UQCRH"
"CD37.4",6.15363349434928e-13,-0.205173649270804,0.585,0.688,2.07340526958605e-08,"9","CD37"
"PTPMT1.5",6.35747945576569e-13,-0.183528431274361,0.288,0.424,2.14208912782569e-08,"9","PTPMT1"
"UBASH3B.3",7.73511446933658e-13,-0.133549175900786,0.155,0.274,2.60626946929827e-08,"9","UBASH3B"
"TMEM14A.2",8.32930762179174e-13,-0.103262818211701,0.059,0.147,2.80647691008651e-08,"9","TMEM14A"
"CD300A.6",8.59314596060536e-13,0.186640620964906,0.2,0.123,2.89537459996637e-08,"9","CD300A"
"PSMB9.2",9.64434772454714e-13,-0.163206312001198,0.29,0.433,3.24956652230891e-08,"9","PSMB9"
"GPX4.7",1.11143882930177e-12,-0.183466357878825,0.865,0.879,3.74488199144939e-08,"9","GPX4"
"SLC4A7.2",1.29275024231251e-12,0.208713316663701,0.167,0.098,4.35579266644779e-08,"9","SLC4A7"
"CRTAM.2",1.43854497917834e-12,-0.125575796978417,0.062,0.151,4.8470334528435e-08,"9","CRTAM"
"TREM2.7",1.50801203693976e-12,0.288615309989473,0.459,0.375,5.08109575726482e-08,"9","TREM2"
"IL1RN.9",1.52142116587285e-12,-0.335789619107959,0.098,0.197,5.12627647629199e-08,"9","IL1RN"
"DNAJA1.4",1.52253859650222e-12,-0.161676804633164,0.38,0.518,5.13004154705459e-08,"9","DNAJA1"
"UBE2L6.4",1.72947154492148e-12,-0.157809134226644,0.321,0.461,5.82728142345844e-08,"9","UBE2L6"
"ANO6",1.83990791620329e-12,0.17771853880947,0.159,0.093,6.19938573285538e-08,"9","ANO6"
"MSRB1.1",1.84043053989633e-12,-0.140469514857372,0.088,0.185,6.2011466611267e-08,"9","MSRB1"
"TMEM38B.5",1.96402735686559e-12,-0.118348705254611,0.129,0.24,6.61759377622294e-08,"9","TMEM38B"
"NDUFB9.3",2.01255731369003e-12,-0.166410992658449,0.56,0.675,6.78111061274718e-08,"9","NDUFB9"
"SH3KBP1.7",2.05590012105199e-12,0.205817655489981,0.231,0.15,6.92714986787259e-08,"9","SH3KBP1"
"IQGAP2.5",2.52082131192526e-12,0.269436914075269,0.37,0.291,8.49365532840099e-08,"9","IQGAP2"
"TOMM40.4",3.12486211158559e-12,-0.106637450218576,0.17,0.291,1.05289103987765e-07,"9","TOMM40"
"RP3-460G2.2.6",3.64642427661732e-12,-0.100965749495104,0.121,0.229,1.22862619576344e-07,"9","RP3-460G2.2"
"FABP5.6",4.28434104179932e-12,-0.178818428909443,0.712,0.771,1.44356587062386e-07,"9","FABP5"
"ITGAV",4.34533017366652e-12,0.193781042618756,0.186,0.116,1.4641155487152e-07,"9","ITGAV"
"PRR13.3",4.71047241784374e-12,-0.179571411252514,0.568,0.683,1.58714657646827e-07,"9","PRR13"
"LIMS1.6",6.13094954194348e-12,0.215689048628215,0.603,0.547,2.06576213866243e-07,"9","LIMS1"
"EGR1.4",6.4532388905288e-12,0.361511502157333,0.221,0.148,2.17435431177477e-07,"9","EGR1"
"ACTR2.5",6.45939731234818e-12,0.200195720682946,0.715,0.695,2.1764293304226e-07,"9","ACTR2"
"NRP1.4",7.19115686347077e-12,0.259891495545343,0.245,0.171,2.42298839357784e-07,"9","NRP1"
"FMN1",7.22759553644543e-12,0.137185445111859,0.129,0.07,2.43526604004992e-07,"9","FMN1"
"LYST.1",7.27703748059537e-12,-0.110078697985121,0.17,0.289,2.4519250087118e-07,"9","LYST"
"SCARB1",8.66832720461503e-12,0.173549529235203,0.11,0.057,2.92070616832299e-07,"9","SCARB1"
"NLRP3.2",9.11844114376685e-12,0.170034016790044,0.107,0.053,3.0723675589808e-07,"9","NLRP3"
"TTC39B.2",1.196257492831e-11,-0.115147951087469,0.063,0.148,4.03066999634478e-07,"9","TTC39B"
"ZNF331.2",1.23499603259938e-11,0.307649373924938,0.249,0.173,4.16119563224036e-07,"9","ZNF331"
"G6PD.4",1.31208175267656e-11,-0.128850338285574,0.137,0.246,4.4209282574684e-07,"9","G6PD"
"MTHFS.1",1.32591142075298e-11,-0.117544672721702,0.083,0.173,4.4675259410851e-07,"9","MTHFS"
"SNX6",1.36614836150453e-11,0.27699829578963,0.452,0.392,4.60310028925335e-07,"9","SNX6"
"FAU.7",1.43218046879094e-11,-0.116234958800598,0.959,0.968,4.82558887154419e-07,"9","FAU"
"FAM49B.6",1.73682271821082e-11,0.215720659357231,0.568,0.523,5.85205046673955e-07,"9","FAM49B"
"LEPROTL1.5",1.95427214289323e-11,-0.160178406124308,0.393,0.527,6.58472455826444e-07,"9","LEPROTL1"
"PCBP1.2",2.09318550155167e-11,0.172389381857772,0.763,0.732,7.05277922892819e-07,"9","PCBP1"
"PPP1R7",2.11546388430923e-11,-0.109924601421082,0.145,0.255,7.12784401179151e-07,"9","PPP1R7"
"IL1B.8",2.13069071970106e-11,-0.259371007204453,0.07,0.155,7.17914931096074e-07,"9","IL1B"
"TALDO1.5",2.25779929245997e-11,-0.192961809634191,0.505,0.624,7.60742893601464e-07,"9","TALDO1"
"PDGFC.1",2.30071232799503e-11,0.223682673705494,0.232,0.162,7.75202011794647e-07,"9","PDGFC"
"MSRA.1",2.31860486097946e-11,-0.119155218815106,0.118,0.219,7.81230721858419e-07,"9","MSRA"
"KIF16B.5",2.36281512634715e-11,-0.109267537363139,0.11,0.206,7.96126928671408e-07,"9","KIF16B"
"POR.3",2.55727406942326e-11,-0.152236133856205,0.203,0.325,8.61647924951474e-07,"9","POR"
"ITPR2.1",2.69192555333495e-11,0.291201267204938,0.237,0.169,9.07017395940679e-07,"9","ITPR2"
"TMEM91.1",2.73844708760165e-11,-0.108253871238731,0.054,0.133,9.22692361696499e-07,"9","TMEM91"
"HN1.6",2.76550404824627e-11,-0.172737750415018,0.456,0.574,9.318089340161e-07,"9","HN1"
"IFI16.3",2.92183358578884e-11,0.237592356178513,0.559,0.503,9.84482608395693e-07,"9","IFI16"
"GNAQ.3",3.69365032771131e-11,0.258748776253172,0.478,0.415,1.24453854141905e-06,"9","GNAQ"
"ACO1.5",3.87138275740520e-11,-0.115855011722802,0.125,0.227,1.30442370628011e-06,"9","ACO1"
"SOD1.5",4.00397301385234e-11,-0.185956753877462,0.546,0.653,1.34909866728741e-06,"9","SOD1"
"ACYP2.5",4.08390921978545e-11,-0.116704689594927,0.135,0.241,1.37603237251451e-06,"9","ACYP2"
"PNPLA6.6",4.22735271870264e-11,-0.151233229943481,0.237,0.357,1.42436422503967e-06,"9","PNPLA6"
"ME1",4.59675037399762e-11,0.167374588136529,0.103,0.054,1.54882907101476e-06,"9","ME1"
"COX7A2L",4.60339120851684e-11,-0.174546503050808,0.423,0.546,1.55106663379767e-06,"9","COX7A2L"
"MLF2.1",5.42514356666081e-11,-0.118469543428038,0.21,0.33,1.82794787335069e-06,"9","MLF2"
"NACA.5",5.49612190047958e-11,-0.139060587080557,0.881,0.912,1.85186331314759e-06,"9","NACA"
"HLA-DMB.4",5.67944101500325e-11,0.232140697080451,0.676,0.622,1.91363085559519e-06,"9","HLA-DMB"
"CCDC90B",5.73278882704749e-11,-0.117661273631381,0.124,0.223,1.93160586738538e-06,"9","CCDC90B"
"GNAI2.4",6.12196722463963e-11,0.196895904907106,0.703,0.663,2.06273563667008e-06,"9","GNAI2"
"HELZ",6.32281102204439e-11,0.232405487500381,0.196,0.129,2.13040794576764e-06,"9","HELZ"
"GLIPR1.6",7.2533628882128e-11,0.209655653998446,0.473,0.399,2.44394809155442e-06,"9","GLIPR1"
"RHBDD2.5",7.76866134379726e-11,-0.137231974648414,0.238,0.362,2.61757275317905e-06,"9","RHBDD2"
"TYMP.7",7.97252083732997e-11,0.21468716192857,0.679,0.625,2.68626117092996e-06,"9","TYMP"
"EPS15",9.61954438815684e-11,0.251843814433393,0.278,0.207,3.24120928614557e-06,"9","EPS15"
"MFSD10.1",9.90045059765073e-11,-0.10918535236514,0.173,0.284,3.33585782437244e-06,"9","MFSD10"
"SEC14L1.2",1.02076691659222e-10,0.210542427441942,0.251,0.178,3.43937204876584e-06,"9","SEC14L1"
"PRR34-AS1.1",1.03821620723772e-10,-0.125447367220603,0.112,0.207,3.49816568866678e-06,"9","PRR34-AS1"
"NFAM1.1",1.29049730644924e-10,0.10780905765127,0.113,0.061,4.34820162435007e-06,"9","NFAM1"
"ZFHX3",1.32716830730447e-10,0.264192385006982,0.29,0.219,4.47176089463169e-06,"9","ZFHX3"
"TGFBR2",1.3272412622916e-10,0.218638445555812,0.324,0.251,4.47200670916532e-06,"9","TGFBR2"
"SUCLG1",1.36298888512919e-10,-0.114209705871817,0.18,0.293,4.59245474955431e-06,"9","SUCLG1"
"RPL36AL.4",1.52336594287113e-10,-0.140265467919113,0.805,0.862,5.13282920791e-06,"9","RPL36AL"
"ACOT2.3",1.62001085071523e-10,-0.128955083676097,0.065,0.144,5.45846456039989e-06,"9","ACOT2"
"RPS4X.7",1.62141525947227e-10,-0.127885670572276,0.942,0.962,5.46319657526587e-06,"9","RPS4X"
"MRPL14.3",1.80385177550775e-10,-0.136893288623512,0.316,0.441,6.07789817239582e-06,"9","MRPL14"
"OAZ1.3",1.81337224776162e-10,-0.100022797659786,0.946,0.958,6.10997645160801e-06,"9","OAZ1"
"RPS15.8",1.83114414209444e-10,-0.117774665191942,0.967,0.974,6.16985707237301e-06,"9","RPS15"
"CTSS.6",1.98884785842202e-10,0.165734223476435,0.929,0.899,6.70122397416716e-06,"9","CTSS"
"TIMP2.7",2.18634662063167e-10,0.216724908198533,0.637,0.579,7.36667630355636e-06,"9","TIMP2"
"FFAR4.5",2.32446252695749e-10,-0.115550386469666,0.078,0.161,7.83204403833057e-06,"9","FFAR4"
"ALOX5.7",2.51895165940525e-10,-0.220152810607845,0.518,0.617,8.48735572120006e-06,"9","ALOX5"
"EEF1A1.4",2.55984969504215e-10,-0.104436618629511,0.995,0.995,8.62515756247503e-06,"9","EEF1A1"
"SGPL1.1",2.56175530610034e-10,0.189181518779482,0.15,0.092,8.6315783283745e-06,"9","SGPL1"
"GSTP1.4",2.57282940523464e-10,-0.157224054162781,0.765,0.818,8.66889139799758e-06,"9","GSTP1"
"ROGDI",2.60065838973342e-10,-0.102018927728563,0.073,0.153,8.76265837836778e-06,"9","ROGDI"
"ECH1.4",2.67931777386518e-10,-0.123802140872845,0.305,0.432,9.02769330726133e-06,"9","ECH1"
"CD302.4",2.695080827755e-10,0.235078505094614,0.501,0.438,9.08080534103769e-06,"9","CD302"
"HLA-DMA.6",2.80106710050711e-10,0.189073977099797,0.836,0.764,9.43791548844864e-06,"9","HLA-DMA"
"DMXL2.3",2.82066044113615e-10,0.207364945045181,0.283,0.211,9.50393329036413e-06,"9","DMXL2"
