"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","category"
"Trbc2.5",0,1.35999656610338,0.955,0.231,0,5,"Trbc2",NA
"Ms4a4b.5",0,1.31341654789078,0.915,0.212,0,5,"Ms4a4b",NA
"Thy1.5",0,1.24078141849066,0.789,0.124,0,5,"Thy1","CM"
"Cd3g.5",0,1.16176939244003,0.907,0.177,0,5,"Cd3g","CM"
"Cd3e.5",0,1.03852673026286,0.766,0.135,0,5,"Cd3e",NA
"Dapl1.1",0,1.02984721577428,0.366,0.05,0,5,"Dapl1",NA
"Nkg7.5",0,1.02380784823828,0.886,0.117,0,5,"Nkg7",NA
"Lck.5",0,1.00267983823179,0.815,0.186,0,5,"Lck",NA
"Trac.5",0,0.971405552694712,0.76,0.162,0,5,"Trac",NA
"Ctsw.4",0,0.969769987451699,0.627,0.098,0,5,"Ctsw",NA
"Klk8.5",0,0.959099266190682,0.588,0.09,0,5,"Klk8","Sec"
"Bcl2.4",0,0.944921664423517,0.708,0.225,0,5,"Bcl2",NA
"Ms4a6b.4",0,0.889586152010758,0.762,0.235,0,5,"Ms4a6b",NA
"Rpl12.5",0,0.885987542726803,0.999,0.891,0,5,"Rpl12",NA
"Rps15a.5",0,0.862509537138932,1,0.953,0,5,"Rps15a","CM"
"H2-Q7.4",0,0.850236190394589,0.81,0.312,0,5,"H2-Q7","CM"
"Lat.5",0,0.844811961329049,0.708,0.17,0,5,"Lat",NA
"Rplp0.4",0,0.810314162390904,1,0.964,0,5,"Rplp0",NA
"Cd7.4",0,0.806127289563723,0.44,0.063,0,5,"Cd7",NA
"Fam189b.5",0,0.793690794976371,0.51,0.083,0,5,"Fam189b",NA
"Skap1.5",0,0.7925412544005,0.642,0.136,0,5,"Skap1",NA
"Rps18.5",0,0.777200140742197,1,0.944,0,5,"Rps18",NA
"Txk.5",0,0.768894190297216,0.605,0.138,0,5,"Txk",NA
"Rpl36a.5",0,0.756966944117962,0.997,0.894,0,5,"Rpl36a",NA
"Rps7.5",0,0.756937421995133,1,0.954,0,5,"Rps7",NA
"Rpl3.5",0,0.740819122196318,0.996,0.886,0,5,"Rpl3","CM"
"Tmsb10.4",0,0.739887772808507,1,0.906,0,5,"Tmsb10",NA
"Rpl23a.5",0,0.733919246397475,1,0.981,0,5,"Rpl23a",NA
"Rps6.5",0,0.73297717759789,0.999,0.96,0,5,"Rps6",NA
"Lef1.5",0,0.73201024904782,0.519,0.106,0,5,"Lef1","TF"
"Eef1b2.4",0,0.727394631392416,0.969,0.811,0,5,"Eef1b2",NA
"Rps16.5",0,0.723394799002873,1,0.991,0,5,"Rps16",NA
"Rps24.5",0,0.717795310100132,1,0.974,0,5,"Rps24",NA
"Rpl17.5",0,0.70746832269448,1,0.984,0,5,"Rpl17","CM"
"Rps20.5",0,0.704798042695664,0.999,0.926,0,5,"Rps20",NA
"Rpl18.5",0,0.700092645037707,0.999,0.962,0,5,"Rpl18","CM"
"Rps23.5",0,0.693862648493188,1,0.988,0,5,"Rps23","CM"
"Rpl5.5",0,0.68939668085129,0.997,0.898,0,5,"Rpl5",NA
"Rpl4.5",0,0.684344949344404,0.993,0.908,0,5,"Rpl4","CM"
"Rps5.5",0,0.68433673090373,0.999,0.96,0,5,"Rps5",NA
"Rplp1.3",0,0.677307103190636,1,0.978,0,5,"Rplp1",NA
"Rpl32.5",0,0.676456554123592,1,0.962,0,5,"Rpl32","CM"
"Rpl18a.5",0,0.67642357709838,1,0.993,0,5,"Rpl18a",NA
"Rpl13a.5",0,0.669411904932657,0.995,0.852,0,5,"Rpl13a",NA
"Rpl13.5",0,0.669028687811386,1,0.976,0,5,"Rpl13",NA
"Rps13.5",0,0.661911142487578,0.998,0.974,0,5,"Rps13",NA
"Klrd1.5",0,0.660594096643353,0.542,0.11,0,5,"Klrd1",NA
"Rps27.5",0,0.659076348778197,1,0.997,0,5,"Rps27",NA
"Rpsa.5",0,0.659005533506886,0.999,0.927,0,5,"Rpsa",NA
"Rps3.5",0,0.657755695273022,1,0.981,0,5,"Rps3",NA
"Tcf7.5",0,0.653889462336675,0.474,0.092,0,5,"Tcf7","TF"
"Rpl15.5",0,0.649269679931397,0.997,0.922,0,5,"Rpl15",NA
"Rps28.5",0,0.637180576519348,1,0.971,0,5,"Rps28",NA
"Rpl10a.5",0,0.630227447632743,0.997,0.89,0,5,"Rpl10a",NA
"Rpl14.5",0,0.629095695903996,1,0.927,0,5,"Rpl14",NA
"Rpl23.5",0,0.625742551021626,0.999,0.985,0,5,"Rpl23",NA
"Rpl30.5",0,0.624765478989848,0.999,0.953,0,5,"Rpl30",NA
"Rpl19.5",0,0.621978718677008,1,0.965,0,5,"Rpl19",NA
"Rplp2.5",0,0.620024155925603,1,0.988,0,5,"Rplp2","CM"
"Rps19.5",0,0.616077200260513,1,0.964,0,5,"Rps19",NA
"Rps14.5",0,0.614707287665718,1,0.99,0,5,"Rps14",NA
"Rpl39.5",0,0.61368131287116,1,0.967,0,5,"Rpl39",NA
"Rps4x.5",0,0.612680578408815,0.997,0.937,0,5,"Rps4x",NA
"Rpl21.5",0,0.608886064944997,0.999,0.972,0,5,"Rpl21","CM"
"Rps10.5",0,0.607699856466921,0.999,0.98,0,5,"Rps10",NA
"Rpl8.5",0,0.60278248617407,0.999,0.97,0,5,"Rpl8",NA
"Rpl9.5",0,0.600340124267161,0.999,0.981,0,5,"Rpl9","CM"
"Rpl29.5",0,0.599006332195057,1,0.93,0,5,"Rpl29",NA
"Rps3a1.5",0,0.593844861664057,0.999,0.967,0,5,"Rps3a1",NA
"Rpl36.5",0,0.593768919899063,1,0.957,0,5,"Rpl36",NA
"Rpl27a.5",0,0.587754217001793,1,0.975,0,5,"Rpl27a","CM"
"Rps2.4",0,0.587202529078785,0.997,0.946,0,5,"Rps2",NA
"Rps15.5",0,0.585347203396085,1,0.968,0,5,"Rps15",NA
"Rps11.5",0,0.583013194011359,1,0.972,0,5,"Rps11",NA
"Rps21.5",0,0.580444497874323,0.999,0.97,0,5,"Rps21",NA
"Rpl11.5",0,0.563664245607697,1,0.967,0,5,"Rpl11",NA
"Eef1a1.5",0,0.556589374701541,1,0.977,0,5,"Eef1a1",NA
"Rps29.5",0,0.550545103065534,1,0.997,0,5,"Rps29",NA
"Rpl34.5",0,0.544930355662852,1,0.979,0,5,"Rpl34","CM"
"Rpl6.5",0,0.534815590525934,1,0.961,0,5,"Rpl6",NA
"Rpl37.5",0,0.531488387174036,1,0.993,0,5,"Rpl37",NA
"Rpl27.5",0,0.531024328127162,1,0.966,0,5,"Rpl27",NA
"Rps8.5",0,0.531003160176986,1,0.97,0,5,"Rps8","CM"
"Rpl24.4",0,0.526140188934235,0.998,0.953,0,5,"Rpl24",NA
"Lcn4",0,0.525473529256835,0.234,0.006,0,5,"Lcn4",NA
"Rpl38.4",0,0.514241299503641,1,0.979,0,5,"Rpl38",NA
"Tpt1.4",0,0.508167912547054,1,0.993,0,5,"Tpt1",NA
"AW112010.5",0,0.506831788456975,0.819,0.359,0,5,"AW112010",NA
"Rpl37a.4",0,0.493254199532498,1,0.994,0,5,"Rpl37a",NA
"Rpl35a.5",0,0.455857109462777,1,0.984,0,5,"Rpl35a","CM"
"Rps27a.4",0,0.443404071139508,1,0.992,0,5,"Rps27a",NA
"Cyba.4",0,-1.14231899085402,0.781,0.908,0,5,"Cyba",NA
"Ftl1.4",0,-1.80203618049418,0.979,0.991,0,5,"Ftl1",NA
"Fth1.5",0,-1.88615474229804,0.986,0.996,0,5,"Fth1",NA
"Tyrobp.5",0,-2.21330572512219,0.549,0.817,0,5,"Tyrobp",NA
"Saraf.4",1.76393522650875e-302,0.851694867640889,0.781,0.37,2.16029147190527e-298,5,"Saraf",NA
"Rpl31.5",3.22073003344337e-302,0.573152225601612,0.999,0.942,3.94442807195809e-298,5,"Rpl31",NA
"Fcer1g.5",6.48402677734796e-301,-1.98546861853939,0.395,0.752,7.94098759421804e-297,5,"Fcer1g",NA
"Cst3.4",8.15188605948496e-300,-1.86520274743704,0.623,0.842,9.98361485705123e-296,5,"Cst3","Sec"
"Rpl22l1.4",4.07436727525158e-298,0.702496025333546,0.981,0.793,4.98987760200062e-294,5,"Rpl22l1",NA
"Rpl35.4",3.72186212049326e-289,0.563576181298092,0.996,0.906,4.55816453896809e-285,5,"Rpl35","CM"
"Rack1.5",8.07392038498527e-289,0.567816112690108,0.993,0.889,9.88813029549146e-285,5,"Rack1",NA
"Uba52.5",1.15592300289792e-284,0.567737843997297,0.995,0.91,1.41565890164908e-280,5,"Uba52",NA
"Rps12.5",4.19777038959423e-284,0.561011069538877,0.999,0.972,5.14100939613606e-280,5,"Rps12",NA
"Gpx1.4",1.29143126278107e-279,-1.38133505306136,0.489,0.77,1.58161586752798e-275,5,"Gpx1",NA
"Trbc1.5",5.38216756666565e-279,1.06964854721056,0.51,0.138,6.59154061889542e-275,5,"Trbc1",NA
"Spi1.4",2.12382468529706e-276,-1.40703631804411,0.087,0.604,2.60104809208331e-272,5,"Spi1","TF"
"Hcst.5",3.40226452148175e-274,0.780515920786384,0.891,0.538,4.16675335945869e-270,5,"Hcst",NA
"Itk.1",6.51573800111681e-270,0.502609765462279,0.305,0.048,7.97982432996776e-266,5,"Itk",NA
"Rpl26.5",1.09544171476679e-268,0.447405624910729,0.999,0.971,1.34158746807489e-264,5,"Rpl26",NA
"Cst7",3.57743193513546e-268,0.503612732757279,0.335,0.059,4.3812808909604e-264,5,"Cst7",NA
"Npm1.4",1.11415531028618e-265,0.678940888044413,0.946,0.729,1.36450600850749e-261,5,"Npm1",NA
"Rpl7.5",1.60454887090694e-260,0.494165002114877,0.999,0.936,1.96509100219973e-256,5,"Rpl7",NA
"Il7r.4",2.93265148624315e-260,0.723762120547288,0.578,0.184,3.59161827520199e-256,5,"Il7r","CM"
"Rps17.4",1.3356808619364e-259,0.524744330402831,0.993,0.926,1.63580835161351e-255,5,"Rps17",NA
"Ctss.5",1.43509888271481e-259,-1.95357429998233,0.624,0.813,1.75756560166082e-255,5,"Ctss",NA
"Bcl11b.5",1.9976653570632e-256,0.575494244469577,0.448,0.105,2.4465407627953e-252,5,"Bcl11b",NA
"Cd9.3",1.38245036268736e-252,-2.02183888107976,0.264,0.665,1.6930869591832e-248,5,"Cd9",NA
"Alox5ap.4",3.76829816257356e-252,-1.69571293226411,0.135,0.598,4.61503475970383e-248,5,"Alox5ap",NA
"Dnajc15.2",4.91498478619101e-251,0.781079656109942,0.701,0.343,6.01938186764813e-247,5,"Dnajc15",NA
"Rps26.5",6.41275091155636e-251,0.480408576676663,0.998,0.951,7.85369604138308e-247,5,"Rps26",NA
"Eef1g.5",8.48134044638124e-251,0.634945456823484,0.958,0.755,1.03870976446831e-246,5,"Eef1g",NA
"Sidt1",2.23471347285642e-249,0.315057562517943,0.169,0.014,2.73685359020725e-245,5,"Sidt1","CM"
"Gm2682.1",6.34699091538313e-249,0.499388449600055,0.326,0.059,7.77315977406971e-245,5,"Gm2682",NA
"Ctsh.4",7.89179258753067e-247,-1.2811638168852,0.079,0.562,9.66507838194881e-243,5,"Ctsh",NA
"Rps27rt.5",2.39953524787099e-246,0.554549367201275,1,0.967,2.9387108180676e-242,5,"Rps27rt",NA
"Cxcr3",6.12846775110684e-245,0.491271304448989,0.23,0.03,7.50553445478055e-241,5,"Cxcr3",NA
"Gm11808.5",1.15074583494644e-244,0.545370884464487,0.991,0.869,1.40931842405891e-240,5,"Gm11808",NA
"Ablim1.5",7.29221362775676e-240,0.589988582302776,0.553,0.167,8.93077402991371e-236,5,"Ablim1",NA
"Anxa2.4",1.3009298333148e-238,-1.43437776343739,0.264,0.661,1.59324876686063e-234,5,"Anxa2","CM"
"Gimap3.4",2.18580127692627e-238,0.594933286643746,0.587,0.183,2.67695082385161e-234,5,"Gimap3",NA
"Sept1.4",3.56230766316614e-238,0.604127190664969,0.686,0.241,4.36275819507957e-234,5,"Sept1",NA
"Gabarap.4",6.51049520059407e-237,-0.842314770592986,0.642,0.834,7.97340347216756e-233,5,"Gabarap",NA
"Gimap4.4",2.10931201805546e-236,0.668475989640642,0.639,0.22,2.58327442851253e-232,5,"Gimap4",NA
"Psap.5",1.51681875037681e-235,-1.84336710674287,0.596,0.794,1.85764792358648e-231,5,"Psap","CM"
"Cd28.5",1.34340892670529e-233,0.578763552528402,0.403,0.094,1.64527291253597e-229,5,"Cd28","CM"
"Lyz2.5",8.97956709699681e-231,-2.49418721849485,0.853,0.919,1.0997275823692e-226,5,"Lyz2","Sec"
"Cd27.4",9.50843794490973e-231,0.567343236611899,0.493,0.141,1.16449839511309e-226,5,"Cd27","CM"
"Capg.4",1.33241680865027e-230,-1.23338834274642,0.156,0.604,1.63181086555399e-226,5,"Capg",NA
"Cebpb.3",1.46280323823797e-227,-1.93750446914394,0.448,0.729,1.79149512587004e-223,5,"Cebpb","TF"
"Themis.1",3.94821468368423e-222,0.365456236904079,0.203,0.025,4.83537852310807e-218,5,"Themis",NA
"Rps25.5",4.23472751040852e-222,0.398908804769575,1,0.983,5.18627078199731e-218,5,"Rps25",NA
"Msrb1.5",4.92539495739206e-220,-1.67837266770019,0.321,0.668,6.03213120431805e-216,5,"Msrb1",NA
"Ccl6.5",2.22690705090128e-217,-2.1854438937237,0.399,0.7,2.7272930652388e-213,5,"Ccl6",NA
"Cd247.5",1.56602410055159e-215,0.500248451061976,0.419,0.107,1.91790971594553e-211,5,"Cd247",NA
"Ctsz.5",4.32426159012536e-214,-1.24599168585674,0.223,0.609,5.29592316942652e-210,5,"Ctsz",NA
"Runx3.2",1.28911564886547e-212,0.667943673352184,0.491,0.16,1.57877993516554e-208,5,"Runx3","TF"
"Satb1.4",8.75119603102077e-212,0.551875851443985,0.558,0.179,1.07175897791911e-207,5,"Satb1","TF"
"S100a11.3",1.15898380037581e-211,-1.50502538650348,0.65,0.809,1.41940746032025e-207,5,"S100a11",NA
"Rpl22.5",2.88801308491545e-211,0.448255261034971,0.992,0.901,3.53694962509595e-207,5,"Rpl22",NA
"Il2rb.5",8.44311652831206e-211,0.479285639582378,0.377,0.088,1.03402848122238e-206,5,"Il2rb",NA
"Actb.3",2.65248895892801e-209,-0.689690150972447,0.999,0.999,3.24850322799914e-205,5,"Actb",NA
"Epsti1.3",1.3058666598745e-208,0.656426922685764,0.589,0.237,1.59929489834831e-204,5,"Epsti1",NA
"Lgals3.5",7.03329635972898e-208,-1.7769318113056,0.377,0.676,8.61367805176008e-204,5,"Lgals3",NA
"Cd6.1",2.02789270814045e-203,0.403387896857375,0.268,0.048,2.48356019965961e-199,5,"Cd6","CM"
"Serp1.3",4.82041196597373e-201,-0.944525677751466,0.294,0.682,5.90355853472803e-197,5,"Serp1",NA
"Unc93b1.3",2.1684676930275e-200,-0.942608502630698,0.056,0.5,2.65572238365077e-196,5,"Unc93b1",NA
"Rps9.4",3.3936944670834e-200,0.317595102245829,0.999,0.996,4.15625761383704e-196,5,"Rps9",NA
"Gramd3.2",2.19847844958826e-199,0.477749700792336,0.316,0.07,2.69247655721074e-195,5,"Gramd3",NA
"Tmsb4x.3",1.66472898887544e-196,-0.533280582294011,1,1,2.03879359267575e-192,5,"Tmsb4x",NA
"Gm26917.4",7.6145547953885e-196,0.795565034900408,0.698,0.369,9.32554525791229e-192,5,"Gm26917",NA
"Tgfbi.4",4.70587081649124e-194,-1.51304513422816,0.098,0.509,5.76327998895682e-190,5,"Tgfbi",NA
"Cd74.5",1.99301832425074e-192,-3.11622318854197,0.539,0.75,2.44084954170988e-188,5,"Cd74","CM"
"Sat1.5",5.79710749263699e-192,-0.957373303021032,0.386,0.708,7.09971754623252e-188,5,"Sat1",NA
"Eef2.5",1.70910308294338e-190,0.46712186798548,0.984,0.895,2.09313854568075e-186,5,"Eef2","CM"
"Ptprcap.4",4.26267965291717e-188,0.455180460920199,0.854,0.384,5.22050377092765e-184,5,"Ptprcap",NA
"Ncf2.4",1.07450683574551e-187,-0.936166181401708,0.051,0.477,1.31594852173752e-183,5,"Ncf2",NA
"Prdx5.5",4.63850535570175e-187,-1.07701226894527,0.408,0.691,5.68077750912794e-183,5,"Prdx5",NA
"Nsg2.1",2.40017822460094e-186,0.346671205870339,0.206,0.031,2.93949827166878e-182,5,"Nsg2",NA
"Sh3bgrl3.1",1.48668254231096e-185,-0.513120375596035,0.959,0.972,1.82074010956823e-181,5,"Sh3bgrl3",NA
"Actg1.3",9.81494882310707e-183,-0.82655394146594,0.943,0.959,1.20203678236592e-178,5,"Actg1",NA
"H3f3a.5",4.81632705811045e-182,-0.633839825639052,0.926,0.965,5.89855574806787e-178,5,"H3f3a",NA
"Cybb.5",4.8638329482208e-181,-1.20789029601522,0.054,0.459,5.95673621168602e-177,5,"Cybb",NA
"Sh2d1a.1",5.63942114766061e-180,0.395454921340822,0.287,0.061,6.90659907953995e-176,5,"Sh2d1a",NA
"Fam169b.1",4.15464529087257e-179,0.389541702407675,0.271,0.055,5.08819408773164e-175,5,"Fam169b",NA
"Napsa.4",1.93319557584397e-177,-1.0984988530619,0.039,0.445,2.36758462173611e-173,5,"Napsa","Sec"
"Naca.4",1.29849527076346e-175,0.435202681758006,0.983,0.868,1.590267158104e-171,5,"Naca",NA
"Arl4c.3",2.79281221174438e-174,0.643117529083662,0.599,0.275,3.42035711572334e-170,5,"Arl4c",NA
"Ifi206.3",4.00027810158645e-174,0.551445268440484,0.35,0.094,4.89914059101292e-170,5,"Ifi206",NA
"Taldo1.4",1.22058670569902e-173,-0.94647957603569,0.482,0.722,1.49485253846959e-169,5,"Taldo1",NA
"Ptpn18.4",1.40359828389923e-173,0.514144459892465,0.947,0.73,1.71898681829138e-169,5,"Ptpn18",NA
"Ucp2.5",8.18810113637016e-173,-0.922090984478994,0.643,0.787,1.00279674617125e-168,5,"Ucp2",NA
"Tnfaip2.5",1.22271676944929e-172,-1.45464882062424,0.051,0.446,1.49746122754455e-168,5,"Tnfaip2",NA
"Fcgr3.4",2.40323216622922e-172,-1.08706937259326,0.058,0.451,2.94323843398093e-168,5,"Fcgr3",NA
"Ccl5.5",3.01184302611008e-172,1.18851011043495,0.567,0.267,3.68860415407701e-168,5,"Ccl5","Sec"
"Lyn.3",8.96850387269179e-172,-0.785421845988037,0.03,0.431,1.09837266928856e-167,5,"Lyn",NA
"Cd24a.4",1.13935743050839e-171,-1.12480734663364,0.068,0.464,1.39537104514363e-167,5,"Cd24a",NA
"Atp6v0b.4",2.9456137867483e-170,-0.838979291428541,0.276,0.622,3.60749320463065e-166,5,"Atp6v0b",NA
"Prkcq.1",3.19000657566768e-170,0.398191892727587,0.27,0.058,3.90680105322021e-166,5,"Prkcq",NA
"Cd44.4",7.03499715578801e-170,-1.20150341284963,0.23,0.587,8.61576101669358e-166,5,"Cd44","CM"
"Wdr89.4",3.99081791985364e-169,0.493148968164956,0.98,0.907,4.88755470644475e-165,5,"Wdr89",NA
"Rpl41.1",4.28618393954305e-168,0.289980908832888,1,0.998,5.24928947075838e-164,5,"Rpl41",NA
"Ftl1-ps1.4",1.93869263863466e-167,-1.11493276253346,0.332,0.63,2.37431687453587e-163,5,"Ftl1-ps1",NA
"Mpeg1.5",8.8291132927113e-167,-1.24788852345332,0.059,0.442,1.08130150495835e-162,5,"Mpeg1",NA
"Sdcbp.5",2.36938790584411e-166,-0.915117917006353,0.302,0.626,2.90178936828728e-162,5,"Sdcbp",NA
"Grn.5",5.81253662534674e-166,-1.37938420211978,0.166,0.522,7.11861360506215e-162,5,"Grn","CM"
"Vamp8.4",2.13472028490539e-165,-0.758893006448047,0.396,0.684,2.61439193292364e-161,5,"Vamp8",NA
"Gimap6.5",7.45984443849536e-164,0.476966551549992,0.725,0.32,9.13607148382527e-160,5,"Gimap6",NA
"Wfdc17.5",7.56556510569569e-164,-1.90807423514091,0.219,0.554,9.26554758494551e-160,5,"Wfdc17",NA
"Gnai2.2",1.06441176467585e-162,-0.553473902156111,0.778,0.879,1.30358508819851e-158,5,"Gnai2",NA
"Anxa1.5",2.57486604646012e-162,-1.08613389317808,0.097,0.48,3.15343844709971e-158,5,"Anxa1",NA
"Rpl28.3",5.79258292409433e-162,0.385129070540297,0.994,0.944,7.09417630713833e-158,5,"Rpl28",NA
"Smad7.4",2.56884657095305e-161,0.556883502883041,0.54,0.21,3.14606639544619e-157,5,"Smad7","TF"
"App.4",4.83603051853343e-161,-0.930413532676732,0.04,0.417,5.92268657604789e-157,5,"App",NA
"Gimap5.4",2.19483553191595e-159,0.471325550885039,0.518,0.184,2.68801507593746e-155,5,"Gimap5",NA
"Csf2ra.4",2.59935344088888e-159,-0.842151677454288,0.046,0.425,3.18342815905661e-155,5,"Csf2ra","CM"
"Plek.4",5.08372030442842e-159,-0.938299788801274,0.103,0.487,6.22603225683349e-155,5,"Plek","TF"
"Cstb.4",7.94076630627339e-159,-1.26616792704084,0.33,0.622,9.72505649529303e-155,5,"Cstb",NA
"Iqgap1.4",1.48898768269934e-158,-0.828722062261722,0.348,0.656,1.82356321500188e-154,5,"Iqgap1",NA
"Rpl7a.2",2.55082747655846e-158,0.387921295969873,0.988,0.904,3.12399841054115e-154,5,"Rpl7a",NA
"Sirpa.4",3.38238515076301e-158,-0.916491776400153,0.044,0.42,4.14240709413946e-154,5,"Sirpa","CM"
"Grap2.4",4.46998786671115e-158,0.487828202719956,0.369,0.111,5.47439414036115e-154,5,"Grap2",NA
"Cd300c2.5",4.74112095116008e-158,-0.913157474132231,0.046,0.419,5.80645082888575e-154,5,"Cd300c2",NA
"Reep5.4",1.00385524351899e-155,-0.854060540607503,0.319,0.631,1.22942151673771e-151,5,"Reep5",NA
"Atox1.4",2.40763431820151e-155,-0.916131397223491,0.509,0.706,2.94862974950139e-151,5,"Atox1",NA
"Gstp3.1",8.36304893978033e-155,0.381179788102823,0.235,0.049,1.0242226036549e-150,5,"Gstp3",NA
"Snrpg.5",4.63689476258048e-154,0.444446599704971,0.95,0.79,5.67880501573231e-150,5,"Snrpg",NA
"Slc15a3.5",9.50784463777569e-154,-0.886452970496693,0.024,0.39,1.16442573278839e-149,5,"Slc15a3",NA
"Sem1.5",8.88042400868426e-153,-0.628627345457702,0.763,0.834,1.08758552834356e-148,5,"Sem1",NA
"Txn1.5",2.23016232637378e-152,-0.998600052225703,0.659,0.775,2.73127980110997e-148,5,"Txn1",NA
"Pdcd4.5",2.39095347503022e-152,0.569721837768471,0.597,0.271,2.92820072086951e-148,5,"Pdcd4",NA
"H2-Ab1.5",2.45395660115098e-152,-2.26139183112805,0.411,0.662,3.0053606494296e-148,5,"H2-Ab1",NA
"Zeb2.5",1.11119746356068e-151,-0.876555120149423,0.056,0.432,1.36088353362276e-147,5,"Zeb2","TF"
"Mcemp1.5",1.35107413224951e-151,-1.08107046352317,0.07,0.433,1.65466048976598e-147,5,"Mcemp1",NA
"Ptpn22.2",2.68511890773321e-151,0.48412779523136,0.385,0.123,3.28846512630087e-147,5,"Ptpn22",NA
"Itm2b.4",6.03848728518529e-151,-0.597190668574316,0.866,0.91,7.39533537816642e-147,5,"Itm2b","Sec"
"Ptms.5",6.13828261752251e-151,-0.909320891543414,0.1,0.471,7.51755472167982e-147,5,"Ptms",NA
"Tdrp.1",3.21395552252092e-150,0.286779118794737,0.14,0.017,3.93613132843137e-146,5,"Tdrp",NA
"Gm2a.4",5.6732833589941e-150,-0.875224751026509,0.227,0.563,6.94807012976007e-146,5,"Gm2a",NA
"Csf2rb.5",1.36262460861748e-149,-0.78574557596656,0.028,0.388,1.66880635817383e-145,5,"Csf2rb",NA
"H2-Eb1.5",1.4447631814676e-149,-2.28191142923457,0.245,0.557,1.76940146834337e-145,5,"H2-Eb1",NA
"Gng5.4",1.44946602580283e-149,-0.607213886268396,0.707,0.822,1.77516104180073e-145,5,"Gng5",NA
"Tpd52.3",2.27413257030395e-149,-0.88153330513721,0.114,0.488,2.78513015885124e-145,5,"Tpd52",NA
"Limd2.4",1.23722630319133e-148,0.50751830579086,0.847,0.523,1.51523105351843e-144,5,"Limd2",NA
"H2-Aa.5",6.48977641157001e-148,-2.40517306058333,0.349,0.622,7.9480291712498e-144,5,"H2-Aa","CM"
"Cd96",1.2140036400989e-146,0.28843612545618,0.178,0.03,1.48679025802912e-142,5,"Cd96","CM"
"Ets1.5",1.21497978824715e-146,0.421440398461608,0.664,0.28,1.48798574666629e-142,5,"Ets1","TF"
"Gngt2.4",1.78101128365956e-146,-0.998480226760425,0.179,0.518,2.18120451909786e-142,5,"Gngt2",NA
"Ctsb.5",1.07317025105076e-145,-1.49468215585029,0.402,0.641,1.31431160646187e-141,5,"Ctsb","CM"
"Atp6v1g1.4",1.10833518519755e-145,-0.760059482624968,0.427,0.685,1.35737810131144e-141,5,"Atp6v1g1",NA
"Gapdh.4",2.90645592634581e-145,-0.667847392697265,0.804,0.86,3.55953657299571e-141,5,"Gapdh","CM"
"Mt1.5",3.40256805234111e-144,-1.63915137086796,0.167,0.495,4.16712509370215e-140,5,"Mt1",NA
"Gda.4",5.97504407051468e-144,-0.859421648083573,0.032,0.384,7.31763647315933e-140,5,"Gda",NA
"Cxcr6",7.26435390388647e-144,0.395536081955874,0.195,0.036,8.89665422608976e-140,5,"Cxcr6",NA
"Nop53.5",1.7854395598409e-143,0.484271205565891,0.87,0.612,2.18662782893715e-139,5,"Nop53",NA
"Zap70.1",3.39747991232265e-143,0.337719286461026,0.262,0.062,4.16089364862155e-139,5,"Zap70",NA
"H2-DMa.4",4.55136713840309e-143,-1.03021841076861,0.219,0.549,5.57405933440226e-139,5,"H2-DMa","CM"
"Plin2.4",9.63411703258989e-141,-1.03828251190848,0.116,0.46,1.17989031298128e-136,5,"Plin2",NA
"Clec4n.5",1.30585919550811e-140,-1.34579810562262,0.097,0.435,1.59928575673879e-136,5,"Clec4n",NA
"Pld4.4",2.88733367061156e-140,-0.890018988419934,0.052,0.399,3.53611754639798e-136,5,"Pld4","CM"
"Ly86.5",2.95363469746052e-140,-0.935324451226862,0.028,0.371,3.61731641397989e-136,5,"Ly86",NA
"Aldh2.2",5.25356041657374e-140,-0.722728692128496,0.026,0.369,6.43403544217786e-136,5,"Aldh2",NA
"Dgka.4",5.37851194677791e-140,0.443416447485569,0.403,0.137,6.58706358121891e-136,5,"Dgka",NA
"Lamp1.5",8.53736599663919e-140,-0.948292116966247,0.303,0.58,1.0455712136084e-135,5,"Lamp1","CM"
"Ifitm2.4",2.59748984223749e-139,-1.61087083447544,0.265,0.577,3.18114580978825e-135,5,"Ifitm2",NA
"Plaur.3",2.67462424274001e-139,-0.982896791279325,0.091,0.442,3.2756123100837e-135,5,"Plaur","CM"
"Pirb.5",4.35961073765972e-139,-0.721525212547982,0.029,0.374,5.33921527041186e-135,5,"Pirb",NA
"Myadm.3",9.01837826798757e-138,-0.69645398579475,0.022,0.363,1.10448078648044e-133,5,"Myadm",NA
"Fam78a.1",1.16466751835334e-137,0.348195559664472,0.229,0.052,1.42636830972733e-133,5,"Fam78a",NA
"Trf.5",1.20556981370415e-137,-1.00949360892104,0.047,0.387,1.47646135084347e-133,5,"Trf","Sec"
"Cd160",4.90248805823353e-137,0.292786288407672,0.118,0.013,6.00407712491861e-133,5,"Cd160",NA
"Ltb.4",5.0960299235092e-137,0.394068977487194,0.839,0.445,6.24110784732172e-133,5,"Ltb","CM"
"Irf8.4",1.40378671846158e-136,-0.917220027657857,0.055,0.401,1.7192175940999e-132,5,"Irf8","TF"
"Cyp4f18.2",2.90957764343045e-136,-0.85876932857194,0.033,0.372,3.56335973990927e-132,5,"Cyp4f18",NA
"Eif3e.5",1.79905552859696e-135,0.503027805505792,0.823,0.592,2.20330330587269e-131,5,"Eif3e",NA
"Bcl2a1b.4",4.42781530014046e-135,-1.14764722697651,0.165,0.504,5.42274539808202e-131,5,"Bcl2a1b",NA
