"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","category"
"Lipa.DC",1.54991647369673e-12,-0.425883184110577,0.194,0.269,1.89818270533638e-08,"DC","Lipa",NA
"Clec4a3.DC",3.09832751007494e-12,-0.284619919146906,0.12,0.213,3.79452170158878e-08,"DC","Clec4a3",NA
"Fcgr3.DC",4.41227896668404e-12,-0.490647599978883,0.376,0.418,5.40371805049794e-08,"DC","Fcgr3",NA
"Ifi206.DC",5.07530600739896e-12,-0.307728297702792,0.044,0.121,6.2157272672615e-08,"DC","Ifi206",NA
"Glul.DC",5.39683100334567e-12,-0.42143571076314,0.247,0.31,6.60949892979744e-08,"DC","Glul",NA
"Ighm.DC",5.92412610378099e-12,-1.59442918430195,0.434,0.436,7.25527723930057e-08,"DC","Ighm",NA
"Ifi27.DC",8.27632983016599e-12,-0.35421335762181,0.224,0.299,1.01360211430043e-07,"DC","Ifi27",NA
"Mirt1.DC",1.06582201242197e-11,-0.307124584131007,0.035,0.106,1.30531221861319e-07,"DC","Mirt1",NA
"Map1lc3b.DC",1.1499202263959e-11,-0.426799985015918,0.803,0.669,1.40830730126705e-07,"DC","Map1lc3b",NA
"Rdh12.DC",1.19599587013828e-11,-0.455448768264458,0.035,0.105,1.46473614215835e-07,"DC","Rdh12",NA
"Srpk2.DC",1.29068983239374e-11,-0.359385364316024,0.16,0.238,1.58070783773261e-07,"DC","Srpk2",NA
"Sypl.DC",1.56979811617646e-11,-0.36553998795745,0.226,0.294,1.92253175288131e-07,"DC","Sypl",NA
"Atp6v1e1.DC",2.16891662131358e-11,-0.47064738972991,0.566,0.487,2.65627218612274e-07,"DC","Atp6v1e1",NA
"Ugcg.DC",2.93303414287903e-11,-0.30226533652051,0.079,0.157,3.59208691478395e-07,"DC","Ugcg",NA
"Pitpnc1.DC",3.7539088249371e-11,-0.262263646818316,0.057,0.131,4.59741213790046e-07,"DC","Pitpnc1",NA
"Igfbp4.DC",4.36545892432716e-11,-0.761733589021386,0.067,0.142,5.34637754462347e-07,"DC","Igfbp4",NA
"Il16.DC",6.43303095254382e-11,-0.371449500938008,0.125,0.199,7.87853300758042e-07,"DC","Il16",NA
"Rab20.DC",6.62455050291928e-11,-0.28241818857305,0.06,0.135,8.11308700092524e-07,"DC","Rab20",NA
"Lmna.DC",6.84673929336864e-11,-0.587189372214698,0.293,0.341,8.38520161258857e-07,"DC","Lmna",NA
"Igsf6.DC",7.72859842060159e-11,-0.325073978490769,0.112,0.19,9.46521448571077e-07,"DC","Igsf6",NA
"Camk1.DC",8.36293530985441e-11,-0.402701974142149,0.197,0.262,1.02420868739787e-06,"DC","Camk1",NA
"Emp3.DC",8.37409635795951e-11,-0.291740490944114,0.787,0.689,1.0255755809593e-06,"DC","Emp3",NA
"Tpd52.DC",8.42609827894145e-11,-0.548175000950532,0.477,0.454,1.03194425622196e-06,"DC","Tpd52",NA
"Calm2.DC",9.30456577968161e-11,-0.323841267173919,0.84,0.681,1.13953017103761e-06,"DC","Calm2",NA
"Thbs1.DC",1.15715899435419e-10,-0.557490855097578,0.069,0.142,1.41717262038558e-06,"DC","Thbs1","CM"
"Nfkbia.DC",1.2145891019598e-10,-0.339212463075851,0.942,0.765,1.48750727317017e-06,"DC","Nfkbia",NA
"Cd27.DC",1.32381745426884e-10,-0.405213416251442,0.104,0.176,1.62127923624305e-06,"DC","Cd27","CM"
"Hdc.DC",1.82805048440988e-10,-0.934314789567969,0.104,0.178,2.23881342825678e-06,"DC","Hdc",NA
"G0s2.DC",2.00336415143722e-10,-1.80529561632681,0.271,0.326,2.45352007626516e-06,"DC","G0s2",NA
"Neu1.DC",2.1408471099972e-10,-0.328406235786793,0.208,0.274,2.62189545561358e-06,"DC","Neu1",NA
"Mmp9.DC",2.59447002494863e-10,-0.644311211057515,0.068,0.139,3.17744743955459e-06,"DC","Mmp9","Sec"
"Dgka.DC",3.00406704477634e-10,-0.348942210557168,0.092,0.164,3.67908090973758e-06,"DC","Dgka",NA
"Pnrc1.DC",3.20358332584112e-10,-0.446734877461518,0.682,0.608,3.92342849915762e-06,"DC","Pnrc1",NA
"Arl6ip1.DC",3.65845716290823e-10,-0.339645817183866,0.72,0.593,4.4805124874137e-06,"DC","Arl6ip1",NA
"Cdk2ap2.DC",4.26177418912817e-10,-0.434870595642078,0.74,0.676,5.21939484942527e-06,"DC","Cdk2ap2",NA
"Cd300ld.DC",4.48473554138954e-10,-0.379579466400638,0.096,0.171,5.49245561753977e-06,"DC","Cd300ld",NA
"H3f3b.DC",5.17631404154381e-10,-0.307005541868443,0.991,0.987,6.33943180667871e-06,"DC","H3f3b",NA
"Lcp2.DC",7.94699369882843e-10,-0.317678560486757,0.186,0.255,9.73268318295518e-06,"DC","Lcp2",NA
"Gm26740.DC",1.04741488389339e-09,-0.443295882641372,0.218,0.274,1.28276900830423e-05,"DC","Gm26740",NA
"Acod1.DC",1.1335824848187e-09,-0.672711733035865,0.058,0.124,1.38829846915747e-05,"DC","Acod1",NA
"Pkm.DC",1.17935851334274e-09,-0.329873802815343,0.848,0.691,1.44436037129085e-05,"DC","Pkm",NA
"Tecpr1.DC",1.1796966825936e-09,-0.352649004276335,0.117,0.187,1.44477452717239e-05,"DC","Tecpr1",NA
"Sephs2.DC",1.34196792056227e-09,-0.327124094232608,0.145,0.215,1.64350811231261e-05,"DC","Sephs2",NA
"Kcnq1ot1.DC",1.83951916929931e-09,-0.324739122015842,0.171,0.242,2.25285912664086e-05,"DC","Kcnq1ot1",NA
"Dusp2.DC",1.94912243956747e-09,-0.753058350122727,0.327,0.355,2.38709025173828e-05,"DC","Dusp2",NA
"Trem1.DC",2.08854144873947e-09,-0.791736658165588,0.163,0.23,2.55783671227123e-05,"DC","Trem1",NA
"Ski.DC",2.42466151248168e-09,-0.308403927544816,0.194,0.259,2.96948295433631e-05,"DC","Ski",NA
"Serpinb1a.DC",2.47645265049969e-09,-0.296203335446037,0.116,0.191,3.03291156106697e-05,"DC","Serpinb1a",NA
"Arg1.DC",2.79775927387318e-09,-0.627892198628409,0.072,0.137,3.42641578271248e-05,"DC","Arg1",NA
"Il18.DC",4.4130915018493e-09,-0.415684260644211,0.128,0.193,5.40471316231483e-05,"DC","Il18",NA
"Mxd1.DC",7.05534380979249e-09,-0.322319912681977,0.441,0.287,8.64067956385286e-05,"DC","Mxd1","TF"
"Fcer1g.DC",1.68289214850911e-08,-0.494761798684443,0.937,0.709,0.000206103801427911,"DC","Fcer1g",NA
"Trem3.DC",1.9397316911871e-08,-0.332272106732129,0.052,0.111,0.000237558940219684,"DC","Trem3",NA
"Csrnp1.DC",2.39731699000617e-08,-0.278818934835376,0.478,0.302,0.000293599411766055,"DC","Csrnp1","TF"
"Sirpa.DC",2.3991723227552e-08,-0.519491735962069,0.401,0.386,0.000293826634367829,"DC","Sirpa","CM"
"Sirpb1b.DC",2.43139254960733e-08,-0.414752818588933,0.129,0.195,0.00029777264555041,"DC","Sirpb1b",NA
"Ets2.DC",2.58464860804944e-08,-0.492352007576365,0.139,0.202,0.000316541915027815,"DC","Ets2","TF"
"Plec.DC",4.27441882334946e-08,-0.268577225780952,0.187,0.247,0.000523488073295608,"DC","Plec",NA
"Plk3.DC",4.54110864638744e-08,-0.370465563856461,0.148,0.209,0.00055614957592307,"DC","Plk3",NA
"C1qc.DC",4.81380820081167e-08,-1.18915141677554,0.211,0.254,0.000589547090353405,"DC","C1qc","Sec"
"Grap.DC",4.98511197401104e-08,-0.41016144911484,0.107,0.164,0.000610526663457133,"DC","Grap",NA
"Pik3ip1.DC",5.0574535984761e-08,-0.374859583525262,0.092,0.15,0.000619386342205368,"DC","Pik3ip1",NA
"Ppp3ca.DC",7.92704555136918e-08,-0.380019602293879,0.344,0.365,0.000970825268676183,"DC","Ppp3ca",NA
"Tcp11l2.DC",1.00394285248339e-07,-0.32480526782864,0.123,0.179,0.00122952881143641,"DC","Tcp11l2",NA
"Alas1.DC",1.00514478668729e-07,-0.345606131765409,0.182,0.234,0.00123100082025592,"DC","Alas1",NA
"Ndufa4.DC",1.22934519788739e-07,-0.27821068892084,0.737,0.628,0.00150557906385268,"DC","Ndufa4",NA
"Mpeg1.DC",1.24087490787125e-07,-0.571172265932035,0.408,0.409,0.00151969949966992,"DC","Mpeg1",NA
"Fam111a.DC",1.50999299793385e-07,-0.330166258377866,0.215,0.265,0.00184928842456959,"DC","Fam111a",NA
"Lcn2.DC",1.60447511528002e-07,-1.2295376501082,0.145,0.202,0.00196500067368344,"DC","Lcn2",NA
"Ctla2a.DC",1.69031010481681e-07,-0.533166539921508,0.068,0.124,0.00207012278536914,"DC","Ctla2a",NA
"Tob1.DC",1.72713213722092e-07,-0.253023435018324,0.12,0.178,0.00211521872845447,"DC","Tob1",NA
"Saraf.DC",2.01332395483754e-07,-0.477535846075137,0.422,0.406,0.00246571784748954,"DC","Saraf",NA
"Hcar2.DC",2.44639926614981e-07,-0.56116127714543,0.101,0.158,0.00299610518125368,"DC","Hcar2",NA
"Serp1.DC",2.48752257429877e-07,-0.345168015085016,0.771,0.641,0.00304646889674371,"DC","Serp1",NA
"Ly6a.DC",2.69747468390016e-07,-0.446868383229576,0.162,0.22,0.00330359724537253,"DC","Ly6a",NA
"Ezr.DC",3.28835824204091e-07,-0.381826315790939,0.539,0.484,0.0040272523390275,"DC","Ezr",NA
"Fli1.DC",3.93262731202702e-07,-0.299383649064017,0.163,0.216,0.00481628866903949,"DC","Fli1","TF"
"Lamtor2.DC",3.98534508325649e-07,-0.321198976689965,0.694,0.549,0.00488085212346423,"DC","Lamtor2",NA
"Dok3.DC",4.33048732605456e-07,-0.326629190317191,0.255,0.301,0.00530354782821902,"DC","Dok3",NA
"Plin2.DC",5.64602641604012e-07,-0.655590751825646,0.496,0.426,0.00691468855172433,"DC","Plin2",NA
"Cxcr2.DC",6.52965233499827e-07,-0.500605391516731,0.069,0.12,0.00799686521467238,"DC","Cxcr2",NA
"Arhgap25.DC",6.55338611705562e-07,-0.294450627312047,0.152,0.203,0.00802593197755802,"DC","Arhgap25",NA
"Klk8.DC",7.30675716215817e-07,-0.308573581013668,0.085,0.136,0.00894858549649511,"DC","Klk8","Sec"
"Gm42418.DC",9.28802562614815e-07,-0.606827023294767,0.862,0.679,0.0113750449843436,"DC","Gm42418",NA
"Nedd9.DC",9.29725800835703e-07,-0.281694917940536,0.158,0.209,0.0113863518828349,"DC","Nedd9",NA
"Pgd.DC",1.0325282374876e-06,-0.420967377574285,0.424,0.391,0.0126453733245106,"DC","Pgd",NA
"Gzma.DC",1.26339739106569e-06,-2.07910447439421,0.058,0.107,0.0154728278483815,"DC","Gzma","CM"
"Tlr2.DC",1.39972995201261e-06,-0.441586804092123,0.3,0.321,0.0171424927222984,"DC","Tlr2","CM"
"Ear2.DC",1.92576224464479e-06,-1.15776867773884,0.36,0.362,0.0235848102101647,"DC","Ear2",NA
"Retnlg.DC",2.00519893360001e-06,-1.9120086206606,0.438,0.42,0.0245576713397993,"DC","Retnlg",NA
"Vat1.DC",2.00670265602849e-06,-0.303653017345374,0.185,0.229,0.0245760874283809,"DC","Vat1",NA
"Klf3.DC",2.11145535235177e-06,-0.394632115832569,0.264,0.294,0.0258589937002522,"DC","Klf3","TF"
"Bola2.DC",2.24945245337262e-06,-0.290006814796202,0.772,0.589,0.0275490441964545,"DC","Bola2",NA
"Eif5.DC",2.56432606294287e-06,-0.294217493442422,0.695,0.581,0.0314053012928614,"DC","Eif5",NA
"Mbnl1.DC",2.71606384384952e-06,-0.267632394452886,0.657,0.57,0.0332636338956251,"DC","Mbnl1",NA
"Slfn1.DC",2.74812848397289e-06,-0.4761638968414,0.157,0.202,0.033656329543216,"DC","Slfn1",NA
"Tgm2.DC",3.81492512610636e-06,-0.336885975923248,0.174,0.22,0.0467213880194246,"DC","Tgm2",NA
"Ramp1.DC",4.48784030943511e-06,-0.437677396731118,0.355,0.353,0.0549625802696519,"DC","Ramp1",NA
"Ssh2.DC",4.653474198018e-06,-0.361252739684744,0.265,0.29,0.0569910985031264,"DC","Ssh2",NA
"Ccl4.DC",4.74399267652491e-06,-0.41072826066254,0.354,0.249,0.0580996783094006,"DC","Ccl4","Sec"
"Laptm5.DC",5.35898413014893e-06,-0.253934871883191,0.938,0.815,0.0656314786419339,"DC","Laptm5",NA
"Macf1.DC",5.54475368841203e-06,-0.311340267908441,0.229,0.267,0.0679065984219821,"DC","Macf1",NA
"Gadd45a.DC",6.30458269644544e-06,-0.47126347654068,0.127,0.174,0.0772122242833673,"DC","Gadd45a",NA
"Grcc10.DC",8.67669251802878e-06,-0.323595352334497,0.656,0.552,0.106263453268298,"DC","Grcc10",NA
"Slc15a3.DC",1.23138873807032e-05,-0.442540447125217,0.359,0.358,0.150808178751472,"DC","Slc15a3",NA
"AB124611.DC",1.31104139431559e-05,-0.396553481126209,0.339,0.349,0.16056323956183,"DC","AB124611",NA
"Pecam1.DC",2.04543057322464e-05,-0.259812608334506,0.079,0.121,0.250503882302822,"DC","Pecam1","CM"
"Lbr.DC",2.18546160151374e-05,-0.349457378379497,0.171,0.206,0.267653482337387,"DC","Lbr",NA
"Rnf149.DC",2.53169376413784e-05,-0.586544721013727,0.517,0.445,0.310056535293961,"DC","Rnf149",NA
"Tra2b.DC",2.83234155768575e-05,-0.293626551717971,0.789,0.657,0.346876870569774,"DC","Tra2b",NA
"Trf.DC",2.88399622771317e-05,-0.580172510272287,0.376,0.356,0.353203018008032,"DC","Trf","Sec"
"Nme1.DC",2.89561826927365e-05,-0.275184331975694,0.666,0.553,0.354626369437944,"DC","Nme1",NA
"Cd9.DC",2.89844655500438e-05,-0.980670277955143,0.862,0.617,0.354972749591386,"DC","Cd9",NA
"Fth1.DC",3.51848770656564e-05,-0.756252959865671,0.999,0.995,0.430909189423094,"DC","Fth1",NA
"Ccr1.DC",3.57420555609161e-05,-0.636261066130566,0.342,0.354,0.437732954454539,"DC","Ccr1",NA
"Itpkb.DC",4.17185327279035e-05,-0.302758246760293,0.189,0.223,0.510926870318634,"DC","Itpkb",NA
"Mmp12.DC",4.77890915980855e-05,-0.600847779876159,0.197,0.136,0.585273004801753,"DC","Mmp12",NA
"Ctsb.DC",5.08730653396502e-05,-0.918917428864226,0.873,0.606,0.623042431214696,"DC","Ctsb","CM"
"Lilr4b.DC",5.46929465976927e-05,-0.438966253451033,0.454,0.415,0.669824516981942,"DC","Lilr4b",NA
"2310001H17Rik.DC",5.58290500018731e-05,-0.509177024269116,0.234,0.257,0.68373837537294,"DC","2310001H17Rik",NA
"Rbms1.DC",5.92264861352434e-05,-0.322193220687873,0.554,0.467,0.725346775698326,"DC","Rbms1",NA
"Hmgn2.DC",6.30108152011317e-05,-0.34832527544899,0.345,0.34,0.77169345376826,"DC","Hmgn2",NA
"Fosl2.DC",7.28713923056525e-05,-0.34529493308035,0.277,0.298,0.892455941567326,"DC","Fosl2","TF"
"Dusp1.DC",8.87428630608214e-05,-0.713928284743772,0.846,0.704,1,"DC","Dusp1",NA
"Txn1.DC",9.68123733557495e-05,-0.340000272343583,0.926,0.756,1,"DC","Txn1",NA
"mt-Nd5.DC",0.000105506025859629,-0.384875987352659,0.657,0.538,1,"DC","mt-Nd5",NA
"Gm20186.DC",0.000111014173415967,-0.330049313522551,0.143,0.18,1,"DC","Gm20186",NA
"Grina.DC",0.000113314116627478,-0.56319971729562,0.379,0.358,1,"DC","Grina",NA
"Axl.DC",0.000115753354492908,-0.428539902618042,0.302,0.31,1,"DC","Axl","CM"
"Cd33.DC",0.000158886320008194,-0.287075323908414,0.185,0.222,1,"DC","Cd33","CM"
"Tcf7.DC",0.000159667837773762,-0.298411205634139,0.091,0.128,1,"DC","Tcf7","TF"
"Tnrc6b.DC",0.000172654417072009,-0.366660465167321,0.317,0.312,1,"DC","Tnrc6b",NA
"Il7r.DC",0.000190845939915803,-0.284085135218263,0.312,0.214,1,"DC","Il7r","CM"
"Adipor1.DC",0.000199455696652718,-0.441258578162861,0.508,0.434,1,"DC","Adipor1",NA
"Cd69.DC",0.000233581845921475,-0.408941008848891,0.185,0.213,1,"DC","Cd69","CM"
"Ifi27l2a.DC",0.000247027652362821,-0.437393297344965,0.534,0.513,1,"DC","Ifi27l2a",NA
"Ltc4s.DC",0.00025598013947552,-0.483406788268169,0.218,0.245,1,"DC","Ltc4s",NA
"H2-Q10.DC",0.000281566645500323,-0.427251963161354,0.086,0.122,1,"DC","H2-Q10","CM"
"Ccpg1.DC",0.0003451456402798,-0.258273080951926,0.123,0.156,1,"DC","Ccpg1",NA
"Ptpn12.DC",0.000359031071211069,-0.365634573440776,0.268,0.278,1,"DC","Ptpn12",NA
"Cd82.DC",0.000409139865357721,-0.251450366118011,0.445,0.302,1,"DC","Cd82","CM"
"Fbxl5.DC",0.000440334794518299,-0.336160341858745,0.252,0.266,1,"DC","Fbxl5",NA
"Ms4a6b.DC",0.000452695427917023,-0.505222959326686,0.281,0.282,1,"DC","Ms4a6b",NA
"Glrx.DC",0.000485587612483232,-0.383570190857264,0.322,0.309,1,"DC","Glrx",NA
"Ptbp3.DC",0.000497130431057036,-0.295964580465492,0.645,0.52,1,"DC","Ptbp3",NA
"Slfn2.DC",0.000531987279901303,-0.264691704630946,0.766,0.631,1,"DC","Slfn2",NA
"Rps27.DC",0.000573765666878732,-0.395528010399475,0.996,0.997,1,"DC","Rps27",NA
"Creg1.DC",0.000589349116206077,-0.555115603093534,0.52,0.413,1,"DC","Creg1",NA
"Apbb1ip.DC",0.00061147906265314,-0.310103175477538,0.533,0.461,1,"DC","Apbb1ip",NA
"Mrpl33.DC",0.000858270200904663,-0.284472802203419,0.863,0.678,1,"DC","Mrpl33",NA
"Pnpla7.DC",0.000868043952967285,-0.296318237011725,0.247,0.26,1,"DC","Pnpla7",NA
"Cd302.DC",0.000915868920298717,-0.373247555835804,0.313,0.306,1,"DC","Cd302","CM"
"Rapgef6.DC",0.00099092812166006,-0.35073063171839,0.24,0.25,1,"DC","Rapgef6",NA
"C1qa.DC",0.00101192209319968,-1.29623207749838,0.302,0.29,1,"DC","C1qa","CM"
"Slc7a11.DC",0.00116499413511587,-0.658938189381771,0.211,0.239,1,"DC","Slc7a11",NA
"Hopx.DC",0.00134150605278367,-0.323801736365248,0.233,0.251,1,"DC","Hopx","TF"
"Ccl3.DC",0.00135699809989562,-0.965920190962357,0.275,0.286,1,"DC","Ccl3","Sec"
"Rps24.DC",0.00158345882078442,-0.269084608321222,0.996,0.975,1,"DC","Rps24",NA
"Rnaseh2c.DC",0.0016272175101259,-0.302957662124251,0.38,0.354,1,"DC","Rnaseh2c",NA
"Leprotl1.DC",0.00177324311043397,-0.338433923415937,0.435,0.39,1,"DC","Leprotl1",NA
"Ftl1-ps1.DC",0.00204236872696948,-0.462546931235169,0.836,0.591,1,"DC","Ftl1-ps1",NA
"Sec62.DC",0.00258543547552746,-0.281492280153005,0.629,0.508,1,"DC","Sec62",NA
"Srgn.DC",0.00357689801389858,-0.546828745368212,0.97,0.876,1,"DC","Srgn",NA
"Ctnnb1.DC",0.00361375665609674,-0.325037113298689,0.332,0.308,1,"DC","Ctnnb1",NA
"Egr1.DC",0.00441030975125315,-0.258747004965712,0.417,0.311,1,"DC","Egr1","TF"
"Zdhhc20.DC",0.00552624183076554,-0.255534084384684,0.24,0.248,1,"DC","Zdhhc20",NA
"Adipor2.DC",0.0058951620195126,-0.375830796727836,0.297,0.283,1,"DC","Adipor2",NA
"Ctsa.DC",0.00685942190546953,-0.317874931739363,0.556,0.459,1,"DC","Ctsa","CM"
"Plek.DC",0.00740770583784766,-0.281919911971007,0.656,0.441,1,"DC","Plek","TF"
"AU020206.DC",0.00804631405416002,-0.28913628786046,0.296,0.289,1,"DC","AU020206",NA
"Ifi203.DC",0.0089777840066209,-0.325245647423831,0.263,0.263,1,"DC","Ifi203",NA
"Phlda1.DC",0.0102422855425098,-0.335713845312492,0.178,0.195,1,"DC","Phlda1",NA
"Ier2.DC",0.0127575358524072,-0.292797268768733,0.751,0.652,1,"DC","Ier2",NA
"Ccl2.DC",0.013051357708277,-0.690517329524569,0.123,0.143,1,"DC","Ccl2",NA
"Rpl12.DC",0.0148481250824969,-0.387843238121402,0.98,0.896,1,"DC","Rpl12",NA
"Aldh2.DC",0.0149144244438858,-0.354972916578726,0.382,0.337,1,"DC","Aldh2",NA
"Hsp90b1.DC",0.0163720166748216,-0.285463995919863,0.691,0.538,1,"DC","Hsp90b1","CM"
"mt-Atp8.DC",0.0172162080709347,-0.290920040498742,0.337,0.318,1,"DC","mt-Atp8",NA
"Ptpn22.DC",0.018646212597549,-0.271746959154858,0.132,0.147,1,"DC","Ptpn22",NA
"Ifitm6.DC",0.0215281565249543,-0.260248972573056,0.184,0.143,1,"DC","Ifitm6",NA
"Pou2f2.DC",0.0218586238715272,-0.306969795460553,0.311,0.234,1,"DC","Pou2f2","TF"
"Klhl6.DC",0.0218775112803659,-0.254798764243211,0.176,0.187,1,"DC","Klhl6",NA
"C1qb.DC",0.0224855636620993,-1.30481713047185,0.381,0.323,1,"DC","C1qb","Sec"
"Sorl1.DC",0.022723935774111,-0.331629463576149,0.174,0.181,1,"DC","Sorl1","CM"
"Nr4a1.DC",0.0239010823763054,-0.407114636554758,0.45,0.342,1,"DC","Nr4a1","TF"
"Cib1.DC",0.0239654981400278,-0.256782920604241,0.376,0.337,1,"DC","Cib1",NA
"Ppp1r18.DC",0.0249145539259792,-0.253749543742482,0.572,0.475,1,"DC","Ppp1r18",NA
"Tbc1d10c.DC",0.0271317416939134,-0.379560801710848,0.232,0.221,1,"DC","Tbc1d10c",NA
"Sept9.DC",0.0327019773143011,-0.314833602879804,0.407,0.356,1,"DC","Sept9",NA
"Csf1r.DC",0.0327348986048582,-0.281423971898548,0.317,0.304,1,"DC","Csf1r","CM"
"Pglyrp1.DC",0.033721131338667,-0.942919698151508,0.349,0.315,1,"DC","Pglyrp1","Sec"
"Cndp2.DC",0.0340775121119467,-0.289590523023379,0.343,0.302,1,"DC","Cndp2",NA
"Syk.DC",0.0372674868155688,-0.302336363080717,0.351,0.32,1,"DC","Syk",NA
"Tgfbi.DC",0.042010884773792,-0.515513314743467,0.573,0.467,1,"DC","Tgfbi",NA
"Rexo2.DC",0.0517002095515402,-0.297246196801787,0.499,0.405,1,"DC","Rexo2",NA
"Tnf.DC",0.0544257004393255,-0.309995591496732,0.211,0.166,1,"DC","Tnf","Sec"
"BC005537.DC",0.0547234548393567,-0.295717857342194,0.446,0.375,1,"DC","BC005537",NA
"Lamp2.DC",0.0549381788290793,-0.312522509694936,0.497,0.398,1,"DC","Lamp2","CM"
"Lst1.DC",0.0611440768526683,-0.72536056431459,0.517,0.375,1,"DC","Lst1",NA
"Bc1.DC",0.0653810004620267,-0.450472206190483,0.12,0.134,1,"DC","Bc1",NA
"Nfam1.DC",0.0657464794864553,-0.274129332957298,0.356,0.323,1,"DC","Nfam1",NA
"Ccnl1.DC",0.0659296269358796,-0.301777272622452,0.666,0.53,1,"DC","Ccnl1",NA
"Klhl24.DC",0.0681798611711432,-0.265948253559156,0.243,0.235,1,"DC","Klhl24",NA
"Cd68.DC",0.0746903267584687,-0.370109099537693,0.559,0.378,1,"DC","Cd68",NA
"Ptgs2.DC",0.0748914361485143,-0.82576879693883,0.182,0.186,1,"DC","Ptgs2","CM"
"Limd2.DC",0.0764218831948407,-0.341873112752713,0.691,0.544,1,"DC","Limd2",NA
"Stk38.DC",0.0802160275479279,-0.262337623510353,0.298,0.276,1,"DC","Stk38",NA
"Ptk2b.DC",0.081131848060869,-0.255464427154332,0.309,0.287,1,"DC","Ptk2b",NA
"Crlf3.DC",0.0835251717521303,-0.379310537475302,0.412,0.348,1,"DC","Crlf3",NA
"Nfkbiz.DC",0.0913517563970575,-0.424178095784421,0.451,0.341,1,"DC","Nfkbiz",NA
"Nudt4.DC",0.0936045557841426,-0.269363962623718,0.147,0.154,1,"DC","Nudt4",NA
"Slc16a3.DC",0.0976956056481931,-0.47182238692503,0.212,0.209,1,"DC","Slc16a3",NA
"Ninj1.DC",0.105809493592205,-0.317979725912736,0.313,0.239,1,"DC","Ninj1",NA
"Sipa1.DC",0.107707700170979,-0.301060836278245,0.277,0.257,1,"DC","Sipa1",NA
"Grn.DC",0.108568134142695,-0.511223044875218,0.748,0.477,1,"DC","Grn","CM"
"Chd3.DC",0.118998388013139,-0.254507336899255,0.369,0.279,1,"DC","Chd3",NA
"Tnfrsf1a.DC",0.12013125853968,-0.275942813922557,0.301,0.277,1,"DC","Tnfrsf1a",NA
"Prdx1.DC",0.123626180143934,-0.500609921413275,0.905,0.662,1,"DC","Prdx1",NA
"Ftl1.DC",0.127366423237679,-0.526465830576779,1,0.99,1,"DC","Ftl1",NA
"Ppp1r15a.DC",0.141658709430131,-0.313737310318899,0.545,0.404,1,"DC","Ppp1r15a",NA
"Furin.DC",0.143237558428148,-0.314600196419222,0.387,0.332,1,"DC","Furin",NA
"Gns.DC",0.144216711934877,-0.335647983960684,0.367,0.311,1,"DC","Gns","CM"
"S100a1.DC",0.144920502414455,-0.33815151820434,0.395,0.293,1,"DC","S100a1",NA
"Fkbp3.DC",0.155189061122464,-0.259933689493661,0.419,0.311,1,"DC","Fkbp3",NA
"Abhd12.DC",0.173487885868708,-0.265534667965359,0.444,0.323,1,"DC","Abhd12",NA
"Psap.DC",0.175504294430688,-0.43665160751122,0.965,0.766,1,"DC","Psap","CM"
"Lmo4.DC",0.184599043525398,-0.419709601120009,0.487,0.401,1,"DC","Lmo4",NA
"Atp6v1b2.DC",0.185567524501527,-0.256117345366229,0.406,0.341,1,"DC","Atp6v1b2",NA
"Snx2.DC",0.188419495960295,-0.272636518898349,0.414,0.349,1,"DC","Snx2",NA
"Ddx3x.DC",0.202168630444737,-0.271384474530514,0.491,0.401,1,"DC","Ddx3x",NA
"2810474O19Rik.DC",0.205822634186303,-0.413098142599728,0.416,0.354,1,"DC","2810474O19Rik",NA
"Cks2.DC",0.20707673344405,-0.288366675142155,0.245,0.197,1,"DC","Cks2",NA
"mt-Nd4l.DC",0.207292121401039,-0.270955093151888,0.305,0.277,1,"DC","mt-Nd4l",NA
"B930036N10Rik.DC",0.222683432286121,-0.34277161062495,0.218,0.209,1,"DC","B930036N10Rik",NA
"Lgmn.DC",0.225067677174288,-0.487105207972372,0.491,0.356,1,"DC","Lgmn",NA
"AW112010.DC",0.241216505569827,-0.373905681771318,0.456,0.397,1,"DC","AW112010",NA
"Lgals1.DC",0.248337855514567,-0.296063016626616,0.834,0.628,1,"DC","Lgals1",NA
"Clec4n.DC",0.255196056785688,-0.441873539210188,0.459,0.402,1,"DC","Clec4n",NA
"Peli1.DC",0.298000943662647,-0.253647034068932,0.427,0.326,1,"DC","Peli1",NA
"Ptp4a3.DC",0.305509366287234,-0.317322962259196,0.236,0.187,1,"DC","Ptp4a3",NA
"Elf1.DC",0.310023420576591,-0.252521913243597,0.435,0.331,1,"DC","Elf1","TF"
"Ncf2.DC",0.321201805556382,-0.272319447604535,0.597,0.43,1,"DC","Ncf2",NA
"Atp6ap1.DC",0.326697860382539,-0.255748600695461,0.512,0.396,1,"DC","Atp6ap1","CM"
"Zcchc11.DC",0.337677949632978,-0.25817412196574,0.162,0.154,1,"DC","Zcchc11",NA
"Anxa1.DC",0.357290637243714,-0.315593061618735,0.581,0.439,1,"DC","Anxa1",NA
"Adgre5.DC",0.361095794057827,-0.310347827654079,0.34,0.264,1,"DC","Adgre5",NA
"Osm.DC",0.367050428734945,-0.548990996144038,0.292,0.27,1,"DC","Osm",NA
"Arhgap15.DC",0.368716476456049,-0.295663047754947,0.329,0.281,1,"DC","Arhgap15",NA
"Nlrp3.DC",0.38549844190062,-0.266248523211353,0.17,0.165,1,"DC","Nlrp3",NA
